product_id,name,current_price,original_price,available_colors,labels,availability,url,image_url
110000103098,Red Plunging Bikini Top & Mid-Rise Bottoms Set,$40.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/red-plunging-bikini-top-reversible-mid-rise-bottoms-set-120000204158,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5E180,Peach Nectar Pink Bikini Set,$29.99,,"CAA12C5E180DC, CAA12C5E180NH",N/A,In Stock,https://www.cupshe.com/products/peach-nectar-pink-bikini-set-CAA12C5E180DC,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12D4L065,Striped Square Neck Tankini Top & High-Waisted Bottoms Set,$36.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/striped-square-neck-tankini-top-high-rise-bottoms-set-CAA12D4L065CA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C4H052,In Your Lane Striped Bikini Set,$31.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/in-your-lane-striped-bikini-set-CAA12C4H052AC,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5D026,Sheer Muse Tummy Control One-Piece Swimsuit,$34.99,,"CAA12E5E091AA, CAA12E5D026JJ",Tummy Control,In Stock,https://www.cupshe.com/products/sheer-muse-tummy-control-one-piece-swimsuit-CAA12E5E091AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E3L013,Roaming River V-Neck Halter Top Slim & Sculpt One Piece,$36.99,,N/A,Slim Sculpt,In Stock,https://www.cupshe.com/products/roaming-river-v-neck-halter-top-slim-sculpt-one-piece-CAA12E3L013AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E3L027,Black Ginger Ribbed & Ruched One-Piece,$36.99,,"CAA12E3M067AA, CAA12E4B116UU",N/A,In Stock,https://www.cupshe.com/products/black-ginger-ribbed-ruched-one-piece-CAA12E3M067AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5C023,Beach Break Slim & Sculpt One-Piece Swimsuit,$39.99,,"CAA12E5E042AA, CAA12E5G006HH",Slim Sculpt,In Stock,https://www.cupshe.com/products/beach-break-slim-sculpt-one-piece-swimsuit-CAA12E5E042AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C3M085,Black Keyhole Bikini Top & High-Waisted Bottoms Set,$34.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/black-keyhole-bikini-top-high-rise-bottoms-set-CAA12C4D059AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C4L096,Black Crossback Bikini Top & High-Cut Bottoms Set,$35.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/black-crossback-bikini-top-high-cut-bottoms-set-CAA12C4L096AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4K031,Black Ruched Tummy Control One-Piece,$40.99,,"CAA12E4K032AA, CAA12E4K031UU",Tummy Control,In Stock,https://www.cupshe.com/products/black-ruched-tummy-control-one-piece-CAA12E4K032AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4M044,Deep Plunge Back-Tie One-Piece,$38.99,,"CAA12E4M044AA, CAA12E5C097EE, CAA12E5F070UC",N/A,In Stock,https://www.cupshe.com/products/deep-plunge-back-tie-one-piece-CAA12E4M044AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4F011,x JoJo Sunstone Colorblock Cutout One-Piece Swimsuit,$39.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/x-jojo-sunstone-colorblock-cutout-one-piece-swimsuit-CAA12E4F011SU,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4F007,x JoJo Coastal Rib Knotted Cutout Piping One-Piece Swimsuit,$43.99,,"CAA12E4F007CA, CAA12E5G015SS",N/A,In Stock,https://www.cupshe.com/products/x-jojo-coastal-rib-knotted-cutout-piping-one-piece-swimsuit-CAA12E4F007CA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000101622,Escaping Stripe Bikini Bralette & Cheeky Bottoms Set,$38.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/x-jojo-escaping-stripe-bikini-bralette-cheeky-bottoms-set-120000202212,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4C132,Per Sempre One-Piece Swimsuit,$40.99,,"CAA12E4C132HG, CAA12E5F006KC",N/A,In Stock,https://www.cupshe.com/products/per-sempre-one-piece-swimsuit-CAA12E4C132HG,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000103372,x JJD When in Rome Abstract Bikini Set,$35.19,,N/A,Underwire,In Stock,https://www.cupshe.com/products/x-jjd-when-in-rome-abstract-bikini-set-120000204482,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5A009,x JJD Island Fresco Paisley One-Piece Swimsuit,$40.99,,N/A,Underwire,In Stock,https://www.cupshe.com/products/x-jjd-riviera-retreat-paisley-one-piece-swimsuit-CAA12E5A009DD,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000102064,x JoJo Coastal Rib Piping Bandeau & High-Waisted Bottoms Set,$41.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/x-jojo-coastal-rib-piping-bandeau-high-rise-bottoms-set-120000202874,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5C016,Tropical Print Whip Stitch Bikini Top & High-Rise Bottoms Set,$41.99,,"120000203455, 120000205287, CAA12C5C016JJ",Mix & Match Sizing,In Stock,https://www.cupshe.com/products/tropical-print-whip-stitch-bikini-top-high-rise-bottoms-set-120000203455,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5E011,x Kelsey Anderson Summer Reel One-Piece Swimsuit,$35.99,,"CAA12E5E011AA, CAA12E5G013JJ, CAA12E5G014TG",N/A,In Stock,https://www.cupshe.com/products/x-kelsey-anderson-summer-reel-one-piece-swimsuit-CAA12E5E011AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4M057,Cherry Side Ruched Back Cutout One-Piece,$38.99,,N/A,Tummy Control,In Stock,https://www.cupshe.com/products/cherry-side-ruched-back-cutout-one-piece--CAA12E4M057EE,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E3E104,Multicolored Leopard Print O-Ring One Piece Swimsuit,$32.99,,N/A,HOT,In Stock,https://www.cupshe.com/products/multicolored-leopard-print-o-ring-one-piece-swimsuit,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C3G138,Earthly Aruba Flower Tie Front Top & Mid Rise Shirred Bikini Set,$36.99,,"120000200485, 120000205494",Underwire,In Stock,https://www.cupshe.com/products/earthly-aruba-flower-tie-front-top-mid-rise-shirred-bikini-set,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E4M081,Emerald Tease Green Monokini Swimsuit,$34.99,,"CAA12E4M081RR, CAA12E4M081WW",N/A,In Stock,https://www.cupshe.com/products/emerald-tease-green-monokini-swimsuit-CAA12E4M081RR,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C3L012,Sporty Racerback Bikini Bralette & Standard Bottoms Set,$31.99,,"120000202226, 120000201622",Mix & Match Sizing,In Stock,https://www.cupshe.com/products/sporty-racerback-bikini-bralette-standard-bottoms-set-120000202226,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5H026,Feel the Rush Black One-Piece Swimsuit,$29.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/feel-the-rush-black-one-piece-swimsuit-CAA12E5H026AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12D4G079,Black Tummy Control Tankini & Floral Bottoms Set,$40.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/black-tummy-control-tankini-floral-bottoms-set-CAA12D4G079AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5G005,Night Swan Long Torso One-Piece Swimsuit,$43.99,,N/A,Long Torso,In Stock,https://www.cupshe.com/products/night-swan-long-torso-one-piece-swimsuit-CAA12E5G005AC,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104348,Good Natured Floral Bikini Set,$39.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/good-natured-floral-bikini-set-120000205618,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/product/20250804/aea5f9b07fe524b06d886331d68cfe9f.jpg?speedsize=mxw_540
110000104121,Coral Blossom Floral Bikini Set,$35.99,,N/A,Underwire,In Stock,https://www.cupshe.com/products/coral-blossom-floral-bikini-set-120000205331,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/product/20250623/33367740cc2dda28789ef13132430a9a.jpg?speedsize=mxw_540
CAA12E3F39,Floral Plunging Flutter Strap Tummy Control One-Piece,$41.99,,"CAA12E4K024SK, CAA12E4F069DM, CAA12E5A052CT",Tummy Control,In Stock,https://www.cupshe.com/products/floral-plunging-flutter-strap-tummy-control-one-piece-CAA12E4K024SK,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/product/20241008/5e1b940ea2cf174802a19ab02a16332c.jpg?speedsize=mxw_540
110000104123,Sicilian Sunset Floral Bikini Set,$35.99,,N/A,Underwire,In Stock,https://www.cupshe.com/products/sicilian-sunset-floral-bikini-set-120000205333,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/2025_06_25/15_10_170/5561680b-f09b-4355-bf1a-0d5c6118d6fc/120000205333/%E4%BA%A7%E5%93%81_1.jpg?speedsize=mxw_540
110000104324,Sizzling Hot Red Tankini Set,$35.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/sizzling-hot-red-tankini-set-120000205584,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/product/20250806/b1a05dde488b7c2d1a0819ad09f1cb01.jpg?speedsize=mxw_540
CAA12C3D030,Red V-Neck Top & Classic Hipster Bikini Swimsuit,$27.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/emerge-v-neck-top-classic-hipster-bikini-set,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/2023_05_16/15_29_150/7bb52059-5052-4952-97fd-454bb6833c41/120000200609/1.jpg?speedsize=mxw_540
CAA12E4G040,Cherry Bikini Top & Plunging Ruched Swim Set,$38.99,,"CAA12E4D054EE, CAA12E4G040QQ, CAA12E4G041AA, CAA12L4M001UU",Underwire,In Stock,https://www.cupshe.com/products/cherry-bikini-top-plunging-ruched-swim-set-CAA12E4D054EE,https://media.cupshe.com/cdn-review.cupshe.com/cmc-admin/2024_11_13/18_43_394/089252c6-af26-4f2d-a233-cdf4b773c50d/CAA12E4D054EE/5.jpg?speedsize=mxw_540
CAA12E4M023,Navy Tummy Control Micro Cutout One-Piece,$42.99,,N/A,Tummy Control,In Stock,https://www.cupshe.com/products/navy-tummy-control-micro-cutout-one-piece-CAA12E4M023UU,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104156,Bronze Babe Black Bikini Set,$35.99,,N/A,Underwire,In Stock,https://www.cupshe.com/products/bronze-babe-black-bikini-set-120000205346,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5B012,Morning Mist Navy Bikini Set,$29.99,,"120000204532, 120000204964",Mix & Match Sizing,In Stock,https://www.cupshe.com/products/morning-mist-navy-bikini-set-120000204532,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5C032,Vixen Glow Tummy Control One-Piece Swimsuit,$37.99,,"CAA12E5C032TT, CAA12E5F004UU",Tummy Control,In Stock,https://www.cupshe.com/products/vixen-glow-tummy-control-one-piece-swimsuit-CAA12E5C032TT,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12L4K002,Coffee Brown Plunging Bikini Set & Skirt Set,$42.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/coffee-brown-plunging-bikini-top-cheeky-bottoms-set-CAA12L4K002HH,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C3E185,Mesh Halter Bralette & High Waist Bikini Set,$25.19,,N/A,HOT,In Stock,https://www.cupshe.com/products/mesh-halter-bralette-high-waist-bikini-set,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12D5G079,Sunkissed Plans Striped Tankini Set,$30.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/sunkissed-plans-striped-tankini-set-CAA12D5G079SD,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5C033,Sunset Canvas Abstract Bikini Set,$34.99,,"120000204593, 120000205031",Underwire,In Stock,https://www.cupshe.com/products/sunset-canvas-abstract-bikini-set-120000204593,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104130,Sunkissed Magic Orange Bikini Set,$29.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/sunkissed-magic-orange-bikini-set-120000205340,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5D179,Off Limits Black Bikini Set,$29.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/off-limits-black-bikini-set-CAA12C5D179AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C4K176,Baby Doll Pink Bikini Set,$29.99,,"CAA12C4K176DC, CAA12C4K176AC",N/A,In Stock,https://www.cupshe.com/products/baby-doll-pink-bikini-set-CAA12C4K176DC,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104262,High Spirits Abstract Bikini Set,$39.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/high-spirits-abstract-bikini-set-120000205492,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5E135,Just Enough Black One-Piece Swimsuit,$31.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/just-enough-black-one-piece-swimsuit-CAA12E5E135AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104051,Pretty Peony Pink Bikini Set,$35.99,,"120000205581, 120000205251",Underwire,In Stock,https://www.cupshe.com/products/pretty-peony-pink-bikini-set-120000205581,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5G008,Twilight Grace Long Torso One-Piece Swimsuit,$35.99,,N/A,Long Torso,In Stock,https://www.cupshe.com/products/twilight-grace-long-torso-one-piece-swimsuit-CAA12E5G008VV,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5C034,Wild & Daring Animal Print Monokini Swimsuit,$30.59,,N/A,N/A,In Stock,https://www.cupshe.com/products/wild-daring-animal-print-monokini-swimsuit-CAA12E5C034JD,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104019,Right Angle Geo Bikini Set,$34.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/right-angle-geo-bikini-set-120000205209,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5D004,Sultry Swim Tummy Control One-Piece Swimsuit,$41.99,,N/A,Tummy Control,In Stock,https://www.cupshe.com/products/sultry-swim-tummy-control-one-piece-swimsuit-CAA12E5D004AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104351,Everyday Edit Black Bikini Set,$35.99,,N/A,Mix & Match Sizing,In Stock,https://www.cupshe.com/products/everyday-edit-black-bikini-set-120000205621,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5E044,Rewind Tummy Control One-Piece Swimsuit,$38.99,,CAA12E5E044UU,Long Torso,In Stock,https://www.cupshe.com/products/rewind-tummy-control-one-piece-swimsuit-CAA12E5E063AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C4L074,Black Contrast Diamond Neck Bikini Top & Low-Rise Bottoms Set,$35.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/black-contrast-diamond-neck-bikini-top-low-rise-bottoms-set-CAA12C4L074AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5F005,Under the Sun Tummy Control One-Piece Swimsuit,$35.99,,N/A,Tummy Control,In Stock,https://www.cupshe.com/products/under-the-sun-tummy-control-one-piece-swimsuit-CAA12E5F005AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
110000104347,Caught in Between Tummy Control Bikini Set,$35.99,,N/A,Tummy Control,In Stock,https://www.cupshe.com/products/caught-in-between-tummy-control-bikini-set-120000205617,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5H002,Sleek & Sultry Black One-Piece Swimsuit,$35.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/sleek-sultry-black-one-piece-swimsuit-CAA12E5H002AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12E5H012,Bold Instinct Animal Print One-Piece Swimsuit,$31.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/bold-instinct-animal-print-one-piece-swimsuit-CAA12E5H012JA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
CAA12C5H049,Gilded Shore Black Bikini Set,$31.99,,N/A,N/A,In Stock,https://www.cupshe.com/products/gilded-shore-black-bikini-set-CAA12C5H049AA,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
